"Season","Name","Team","G","PA","HR","R","RBI","SB","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR","Age","H","OPS","Bat","Fld","Pos","WPA","-WPA","playerid"
"1975","Bruce Dal Canton","Braves","26","19","0","0","0","0",".000",".182",".105",".105",".105",".097","-58","0.0","-3.5","1.5","-0.1","33","2",".211","-3.5","0.0","1.5","-0.32","-0.41","1002936"
"1986","Zane Smith","Braves","43","71","0","2","3","0",".000",".125",".085",".115",".085",".097","-59","0.0","-13.1","6.8","-0.4","25","5",".199","-13.1","0.0","6.8","-1.24","-1.69","1012218"
"1963","Hal Brown","Colt .45's","26","47","0","2","2","0",".000",".125",".093",".114",".093",".097","-41","0.0","-7.2","3.4","-0.2","38","4",".207","-7.2","0.0","3.4","","","1001520"
"1963","Joe Gibbon","Pirates","40","47","0","1","0","0",".000",".143",".093",".114",".093",".097","-45","0.0","-7.4","3.4","-0.3","28","4",".207","-7.4","0.0","3.4","","","1004658"
"1965","Lou Klimchock","Braves","34","42","0","3","3","0",".000",".094",".077",".119",".077",".097","-42","0.0","-6.8","-1.1","-0.7","25","3",".196","-6.8","-1.0","-0.1","","","1007000"
"1962","Pete Richert","Dodgers","19","27","0","0","0","0",".000",".125",".080",".115",".080",".097","-42","0.0","-4.8","2.2","-0.2","22","2",".195","-4.8","0.0","2.2","","","1010922"
"1972","Doyle Alexander","Orioles","35","29","0","1","0","0",".000",".111",".080",".115",".080",".097","-46","0.0","-4.2","1.9","-0.2","21","2",".195","-4.3","0.0","1.9","","","1000122"
"1962","Norm Bass","Athletics","22","25","0","1","0","0",".000",".111",".045",".125",".045",".097","-54","0.0","-4.8","2.0","-0.2","23","1",".170","-4.8","0.0","2.0","","","1000647"
"1970","Bill Butler","Royals","25","49","0","0","2","0",".000",".154",".045",".125",".045",".097","-50","0.0","-8.7","4.0","-0.3","23","2",".170","-8.7","0.0","4.0","","","1001771"
"1963","Bob Buhl","Cubs","37","81","0","2","5","1",".000",".174",".108",".108",".108",".097","-50","0.2","-13.0","5.9","-0.5","34","8",".216","-13.2","0.0","5.9","","","1001637"
"1982","Charlie Leibrandt","Reds","36","30","0","1","1","0",".000",".167",".080",".115",".080",".097","-56","0.0","-5.2","2.5","-0.2","25","2",".195","-5.2","0.0","2.5","-0.22","-0.40","1007492"
"1958","Murray Wall","Red Sox","52","28","0","2","0","0",".000",".214",".107",".107",".107",".097","-59","0.0","-5.2","2.0","-0.2","31","3",".214","-5.2","0.0","2.0","","","1013562"
"1981","Dickie Noles","Phillies","13","21","0","1","1","0",".000",".167",".105",".105",".105",".097","-51","0.0","-3.5","1.5","-0.1","24","2",".211","-3.5","0.0","1.5","-0.46","-0.62","1009620"
"1983","Joaquin Andujar","Cardinals","39","80","0","2","2","2",".014",".171",".082",".107",".096",".096","-51","0.0","-13.9","7.1","-0.4","30","6",".203","-13.9","0.0","7.1","-1.64","-1.95","1000266"
"1959","John Buzhardt","Cubs","31","32","0","4","0","0",".034",".143",".069",".100",".103",".096","-48","0.0","-6.0","2.4","-0.3","22","2",".203","-6.0","0.0","2.4","","","1001788"
"1969","Bill Butler","Royals","34","70","0","1","3","0",".000",".136",".050",".123",".050",".096","-47","0.0","-11.9","5.3","-0.5","22","3",".173","-11.9","0.0","5.3","","","1001771"
"1965","Bob Veale","Pirates","39","104","0","3","3","0",".000",".186",".086",".115",".086",".096","-44","0.0","-17.1","8.2","-0.6","29","8",".201","-17.1","0.0","8.2","","","1013391"
"1984","Bill Laskey","Giants","35","71","0","3","0","0",".000",".108",".063",".119",".063",".096","-49","0.0","-11.9","6.2","-0.4","26","4",".183","-11.9","0.0","6.2","-1.32","-1.66","1007367"
"1969","Jerry Nyman","White Sox","21","22","0","1","3","0",".050",".200",".050",".095",".100",".096","-49","0.0","-3.8","1.7","-0.2","26","1",".195","-3.8","0.0","1.7","","","1009670"
"1978","Scott Sanderson","Expos","10","21","0","0","0","0",".000",".250",".105",".105",".105",".096","-51","0.0","-3.5","1.7","-0.1","21","2",".211","-3.5","0.0","1.7","-0.43","-0.48","1011422"
"1963","Dick Radatz","Red Sox","66","32","0","0","0","0",".034",".154",".069",".100",".103",".096","-48","0.0","-5.5","2.3","-0.3","26","2",".203","-5.5","0.0","2.3","","","1010630"
"1968","Joe Verbanic","Yankees","40","29","0","1","0","0",".000",".100",".080",".115",".080",".096","-38","0.0","-3.9","1.9","-0.2","25","2",".195","-3.9","0.0","1.9","","","1013407"
"1982","Joe Niekro","Astros","35","98","0","2","5","0",".022",".133",".090",".099",".112",".096","-47","0.0","-16.2","8.2","-0.5","37","8",".211","-16.2","0.0","8.2","-1.48","-1.93","1009582"
"1972","Bill Singer","Dodgers","26","63","0","1","0","0",".018",".118",".073",".105",".091",".096","-40","0.0","-9.6","4.2","-0.4","28","4",".196","-9.6","0.0","4.2","","","1012007"
"1975","Craig Robinson","- - -","39","49","0","5","0","0",".022",".086",".065",".104",".087",".096","-57","0.0","-8.8","-4.2","-1.2","26","3",".191","-8.8","-5.0","0.8","-0.74","-0.84","1011058"
"1969","Dick Drago","Royals","41","64","0","2","2","0",".019",".111",".058",".109",".077",".096","-48","0.0","-10.9","4.9","-0.5","24","3",".186","-10.9","0.0","4.9","","","1003475"
"1981","Al Holland","Giants","47","22","0","1","1","1",".000",".125",".063",".118",".063",".095","-48","0.2","-3.4","1.6","-0.1","28","1",".180","-3.6","0.0","1.6","-0.31","-0.35","1005947"
"1965","Denny McLain","Tigers","33","85","0","2","3","0",".000",".093",".054",".123",".054",".095","-46","0.0","-14.0","6.7","-0.5","21","4",".178","-14.0","0.0","6.7","","","1008603"
"1983","Steve Bedrosian","Braves","70","20","0","0","0","0",".000",".167",".105",".105",".105",".095","-58","0.0","-3.6","1.8","-0.1","25","2",".211","-3.6","0.0","1.8","-0.05","-0.23","1000766"
"1963","Glen Hobbie","Cubs","36","55","0","2","0","0",".000",".174",".080",".115",".080",".095","-51","-0.4","-9.4","4.0","-0.4","27","4",".195","-9.0","0.0","4.0","","","1005868"
"1968","Jim Hannan","Senators","25","53","0","2","2","0",".000",".188",".064",".120",".064",".095","-41","0.0","-7.3","3.5","-0.3","28","3",".184","-7.3","0.0","3.5","","","1005316"
"1978","Jerry Koosman","Mets","38","75","0","1","2","0",".043",".140",".086",".086",".129",".095","-49","0.0","-12.5","6.1","-0.4","35","6",".214","-12.5","0.0","6.1","-0.91","-1.38","1007103"
"1969","Gary Gentry","Mets","35","84","0","2","1","0",".014",".261",".081",".104",".095",".095","-48","0.0","-14.2","6.4","-0.5","22","6",".198","-14.2","0.0","6.4","","","1004614"
"1984","Bob Welch","Dodgers","32","61","0","0","3","0",".000",".111",".078",".113",".078",".095","-49","0.0","-10.2","5.3","-0.3","27","4",".192","-10.2","0.0","5.3","-0.91","-1.19","1013750"
"1983","Mike LaCoss","Astros","38","40","0","1","1","0",".000",".130",".086",".111",".086",".095","-47","0.0","-6.8","3.6","-0.2","27","3",".197","-6.8","0.0","3.6","-0.50","-0.70","1007240"
"1960","Bob Turley","Yankees","34","59","0","4","1","0",".018",".108",".073",".105",".091",".095","-45","0.0","-10.5","4.2","-0.5","29","4",".196","-10.5","0.0","4.2","","","1013225"
"1970","Jerry Johnson","- - -","40","17","0","1","0","0",".000",".091",".063",".118",".063",".095","-48","0.0","-3.1","1.4","-0.1","26","1",".180","-3.1","0.0","1.4","","","1006464"
"1970","Barry Lersch","Phillies","42","39","0","3","1","0",".000",".095",".065",".118",".065",".095","-48","0.0","-7.2","3.1","-0.3","25","2",".182","-7.2","0.0","3.1","","","1007555"
"1970","Gary Waslewski","- - -","32","19","0","0","1","0",".000","1.000",".063",".118",".063",".095","-48","0.0","-3.4","1.5","-0.1","28","1",".180","-3.4","0.0","1.5","","","1013661"
"1977","Randy Bass","Twins","9","19","0","0","0","0",".000",".143",".105",".105",".105",".095","-57","0.0","-3.5","-0.6","-0.4","23","2",".211","-3.5","","-0.6","-0.28","-0.41","1000648"
"1967","Bill Kelso","Angels","69","21","0","0","0","0",".000",".333",".105",".105",".105",".095","-41","0.0","-3.1","1.5","-0.1","27","2",".211","-3.1","0.0","1.5","","","1006820"
"1962","Tom Cheney","Senators","37","57","0","1","1","0",".000",".081",".063",".118",".063",".095","-51","0.0","-10.7","4.6","-0.5","27","3",".180","-10.7","0.0","4.6","","","1002177"
"1959","Chuck Stobbs","Senators","41","20","0","0","2","0",".000",".118",".105",".105",".105",".095","-53","0.0","-3.7","1.5","-0.2","29","2",".211","-3.7","0.0","1.5","","","1012548"
"1984","John Stuper","Cardinals","15","20","0","0","1","0",".000",".125",".063",".118",".063",".095","-52","0.0","-3.4","1.7","-0.1","27","1",".180","-3.4","0.0","1.7","-0.24","-0.36","1012652"
"1984","Mike Vail","Dodgers","16","17","0","1","2","0",".000",".111",".063",".118",".063",".095","-49","0.0","-2.9","0.0","-0.2","32","1",".180","-2.9","0.0","0.0","-0.23","-0.44","1013309"
"1968","Bob Moose","Pirates","38","57","0","0","0","0",".000",".156",".093",".109",".093",".095","-42","0.0","-8.0","3.7","-0.3","20","5",".202","-8.0","0.0","3.7","","","1009134"
"1960","Valmy Thomas","Orioles","8","18","0","0","0","0",".000",".063",".063",".118",".063",".095","-45","-0.4","-3.6","1.3","-0.2","31","1",".180","-3.2","1.0","0.3","","","1012997"
"1970","Wayne Simpson","Reds","27","70","0","4","1","0",".000",".200",".094",".108",".094",".095","-46","0.0","-12.7","5.6","-0.5","21","6",".201","-12.7","0.0","5.6","","","1011999"
"1985","Jerry Koosman","Phillies","19","37","0","1","4","0",".000",".115",".088",".111",".088",".095","-56","0.0","-6.6","3.4","-0.2","42","3",".199","-6.5","0.0","3.4","-0.24","-0.59","1007103"
"1985","Mark Thurmond","Padres","36","45","0","2","2","0",".000",".120",".088",".111",".088",".095","-52","0.0","-7.8","4.1","-0.2","28","3",".199","-7.8","0.0","4.1","-0.45","-0.79","1013052"
"1969","Nolan Ryan","Mets","25","32","0","3","2","0",".000",".200",".103",".103",".103",".094","-48","0.0","-5.4","2.4","-0.2","22","3",".207","-5.4","0.0","2.4","","","1011348"
"1958","Chuck Stobbs","- - -","36","18","0","1","0","0",".000",".111",".063",".118",".063",".094","-37","0.0","-3.2","1.3","-0.1","28","1",".180","-3.2","0.0","1.3","","","1012548"
"1959","Lindy McDaniel","Cardinals","62","35","0","2","0","0",".000",".077",".034",".125",".034",".094","-54","0.0","-6.8","2.6","-0.3","23","1",".159","-6.8","0.0","2.6","","","1008441"
"1965","Buster Narum","Senators","46","54","1","1","2","0",".065",".056",".043",".083",".109",".094","-46","0.0","-8.9","4.3","-0.3","24","2",".192","-8.9","0.0","4.3","","","1009455"
"1972","Clay Kirby","Padres","35","84","0","3","2","0",".000",".114",".068",".115",".068",".094","-42","0.0","-13.1","5.5","-0.6","24","5",".183","-13.1","0.0","5.5","","","1006960"
"1969","Ken Johnson","- - -","30","16","0","1","1","0",".000",".000",".000",".133",".000",".094","-50","0.0","-2.9","1.2","-0.1","36","0",".133","-2.9","0.0","1.2","","","1006477"
"1985","Andy Hawkins","Padres","33","93","0","1","3","0",".000",".098",".078",".113",".078",".094","-52","0.0","-16.1","8.4","-0.5","25","6",".190","-16.1","0.0","8.4","-1.75","-2.01","1005514"
"1965","Bob Sadowski","Braves","34","38","0","3","2","0",".000",".188",".086",".111",".086",".094","-44","0.0","-6.2","3.0","-0.2","27","3",".197","-6.2","0.0","3.0","","","1011363"
"1970","Jim Shellenback","Senators","40","35","0","3","2","0",".033",".091",".067",".097",".100",".094","-49","0.0","-6.2","2.8","-0.2","26","2",".197","-6.2","0.0","2.8","","","1011859"
"1966","Stu Miller","Orioles","51","21","0","2","3","0",".000",".182",".105",".105",".105",".094","-47","0.0","-3.4","1.5","-0.1","38","2",".211","-3.4","0.0","1.5","","","1008935"
"1966","Barry Moore","Senators","12","20","0","2","1","0",".000",".133",".105",".105",".105",".094","-47","0.0","-3.2","1.4","-0.1","23","2",".211","-3.2","0.0","1.4","","","1009089"
"1959","Don Cardwell","Phillies","26","58","1","3","2","0",".055",".077",".055",".088",".109",".094","-50","0.0","-10.9","4.4","-0.5","23","3",".197","-10.9","0.0","4.4","","","1001941"
"1963","Dallas Green","Phillies","42","36","0","1","1","0",".000",".167",".086",".111",".086",".094","-45","0.0","-5.7","2.6","-0.2","28","3",".197","-5.7","0.0","2.6","","","1004989"
"1957","Bob Lemon","Indians","25","46","1","2","1","0",".087",".065",".065",".065",".152",".094","-53","0.0","-8.3","3.3","-0.4","36","3",".217","-8.3","0.0","3.3","","","1007517"
"1967","Clay Carroll","Braves","42","19","0","0","1","0",".000",".091",".063",".118",".063",".093","-44","0.0","-3.0","1.4","-0.1","26","1",".180","-3.0","0.0","1.4","","","1001997"
"1967","Darold Knowles","Senators","61","17","0","0","1","0",".000",".100",".063",".118",".063",".093","-44","0.0","-2.6","1.2","-0.1","25","1",".180","-2.6","0.0","1.2","","","1007058"
"1971","Casey Cox","Senators","54","28","0","1","0","0",".000",".286",".077",".111",".077",".093","-47","0.0","-4.6","1.9","-0.2","29","2",".188","-4.6","0.0","1.9","","","1002694"
"1964","Wayne Graham","Mets","20","33","0","1","0","0",".030",".107",".091",".091",".121",".093","-48","0.0","-5.5","0.2","-0.5","28","3",".212","-5.5","0.0","0.2","","","1004938"
"1968","Jim Hardin","Orioles","35","93","0","4","3","0",".037",".146",".085",".085",".122",".093","-43","0.0","-13.1","6.1","-0.6","24","7",".207","-13.1","0.0","6.1","","","1005344"
"1977","Mike Gordon","Cubs","8","26","0","0","2","0",".000",".067",".043",".120",".043",".093","-65","0.0","-5.2","-1.6","-0.6","23","1",".163","-5.2","-2.0","0.4","-0.47","-0.63","1004876"
"1965","Rollie Sheldon","- - -","35","61","0","0","1","0",".000",".174",".077",".111",".077",".093","-48","-0.4","-10.6","4.8","-0.4","28","4",".188","-10.2","0.0","4.8","","","1011855"
"1983","Mark Thurmond","Padres","21","45","0","1","0","0",".027",".065",".054",".103",".081",".093","-52","0.0","-7.9","4.0","-0.3","26","2",".184","-7.9","0.0","4.0","-0.68","-0.76","1013052"
"1971","Bruce Dal Canton","Royals","25","53","0","4","2","0",".000",".148",".087",".106",".087",".093","-51","0.0","-8.8","3.7","-0.4","29","4",".193","-8.8","0.0","3.7","","","1002936"
"1974","Rich Folkers","Cardinals","55","11","0","0","0","0",".000",".143",".100",".100",".100",".092","-53","0.0","-1.9","0.7","-0.1","27","1",".200","-1.9","0.0","0.7","-0.10","-0.12","1004203"
"1974","Mike Garman","Cardinals","64","11","0","1","0","0",".000",".125",".100",".100",".100",".092","-53","0.0","-1.9","0.7","-0.1","24","1",".200","-1.9","0.0","0.7","-0.14","-0.15","1004539"
"1975","Danny Goodwin","Angels","4","10","0","0","0","0",".000",".200",".100",".100",".100",".092","-50","0.0","-1.7","-0.3","-0.2","21","1",".200","-1.7","","-0.3","-0.48","-0.50","1004864"
"1966","Clyde Wright","Angels","24","32","0","0","1","0",".000",".158",".103",".103",".103",".092","-45","0.0","-5.1","2.3","-0.2","25","3",".207","-5.1","0.0","2.3","","","1014272"
"1980","Ed Whitson","Giants","34","76","0","2","4","0",".000",".133",".091",".104",".091",".092","-52","0.0","-13.0","5.9","-0.5","25","6",".195","-13.0","0.0","5.9","-1.48","-1.71","1013911"
"1970","Dean Chance","Indians","45","49","0","1","3","0",".000",".273",".071",".111",".071",".092","-57","0.0","-9.1","4.0","-0.4","29","3",".183","-9.1","0.0","4.0","","","1002130"
"1980","Bob Shirley","Padres","59","37","0","3","1","0",".000",".067",".033",".121",".033",".092","-51","0.0","-6.3","2.9","-0.2","26","1",".155","-6.3","0.0","2.9","-0.56","-0.85","1011911"
"1986","Bill Gullickson","Reds","37","91","0","3","2","0",".000",".094",".076",".110",".076",".092","-60","0.0","-16.9","8.8","-0.5","27","6",".186","-16.9","0.0","8.8","-1.35","-1.74","1005136"
"1970","Jerry Crider","White Sox","32","26","0","2","0","0",".042",".105",".083",".083",".125",".092","-57","0.0","-4.8","2.1","-0.2","28","2",".208","-4.8","0.0","2.1","","","1002766"
"1960","Hoyt Wilhelm","Orioles","41","48","0","1","4","0",".000",".103",".071",".111",".071",".092","-47","0.0","-8.6","3.5","-0.4","37","3",".183","-8.7","0.0","3.5","","","1013945"
"1981","Gary Lucas","Padres","57","12","0","1","1","0",".000",".125",".100",".100",".100",".092","-49","0.0","-2.0","0.9","-0.1","26","1",".200","-2.0","0.0","0.9","-0.08","-0.18","1007805"
"1973","Jack Billingham","Reds","40","109","0","2","4","0",".032",".098",".065",".094",".097",".092","-51","0.0","-18.8","8.4","-0.8","30","6",".191","-18.9","0.0","8.4","","","1000970"
"1970","Jerry Reuss","Cardinals","20","48","0","3","1","1",".000",".250",".050",".116",".050",".092","-52","0.2","-8.8","3.9","-0.4","21","2",".166","-9.0","0.0","3.9","","","1010853"
"1969","Mike Torrez","Cardinals","24","46","0","3","0","0",".024",".107",".073",".095",".098",".092","-51","0.0","-7.9","3.5","-0.3","22","3",".193","-7.9","0.0","3.5","","","1013134"
"1980","Bert Blyleven","Pirates","37","71","0","0","2","0",".016",".147",".082",".097",".098",".092","-61","0.0","-12.8","5.5","-0.5","29","5",".195","-12.8","0.0","5.5","-0.93","-1.20","1001098"
"1966","Lee Stange","- - -","36","58","0","1","1","0",".000",".133",".077",".111",".077",".091","-54","0.0","-9.8","4.1","-0.5","29","4",".188","-9.8","0.0","4.1","","","1012400"
"1963","John Buzhardt","White Sox","20","49","0","2","1","0",".042",".143",".083",".083",".125",".091","-43","0.0","-8.1","3.6","-0.4","26","4",".208","-8.1","0.0","3.6","","","1001788"
"1969","Fred Gladding","Astros","57","10","0","1","1","0",".000",".500",".100",".100",".100",".091","-48","0.0","-1.7","0.8","-0.1","33","1",".200","-1.7","0.0","0.8","","","1004751"
"1969","Frank Johnson","Giants","7","10","0","2","0","0",".000",".111",".100",".100",".100",".091","-50","0.0","-1.7","0.9","-0.1","26","1",".200","-1.7","1.0","-0.1","","","1006459"
"1969","George Lauzerique","Athletics","19","20","0","1","0","0",".000",".167",".100",".100",".100",".091","-47","0.0","-3.4","1.5","-0.1","21","2",".200","-3.4","0.0","1.5","","","1007385"
"1969","Garry Roggenburk","- - -","14","11","0","0","0","0",".000",".167",".100",".100",".100",".091","-48","0.0","-1.9","0.8","-0.1","29","1",".200","-1.9","0.0","0.8","","","1011141"
"1960","Milt Pappas","Orioles","30","79","1","4","3","0",".043",".057",".043",".095",".086",".091","-47","0.0","-14.3","5.7","-0.7","21","3",".180","-14.3","0.0","5.7","","","1009989"
"1978","Jim Barr","Giants","34","55","0","1","2","0",".000",".119",".100",".100",".100",".091","-53","0.0","-9.4","4.4","-0.3","30","5",".200","-9.4","0.0","4.4","-0.75","-0.93","1000606"
"1972","Wayne Comer","Tigers","27","10","0","1","1","0",".000",".111",".111",".100",".111",".091","-55","-0.3","-1.9","-0.2","-0.2","28","1",".211","-1.6","0.0","-0.2","","","1002483"
"1984","Walt Terrell","Mets","33","77","0","3","0","0",".027",".143",".080",".092",".107",".091","-53","0.0","-13.3","6.7","-0.4","26","6",".199","-13.3","0.0","6.7","-1.25","-1.51","1012924"
"1971","Clay Carroll","Reds","61","13","0","0","0","0",".000",".167",".100",".100",".100",".091","-49","0.0","-2.1","0.9","-0.1","30","1",".200","-2.1","0.0","0.9","","","1001997"
"1971","Joe Hoerner","Phillies","49","10","0","0","0","0",".000",".200",".100",".100",".100",".091","-55","0.0","-1.7","0.7","-0.1","34","1",".200","-1.7","0.0","0.7","","","1005895"
"1971","Darold Knowles","- - -","55","11","0","0","0","0",".000",".100",".100",".100",".100",".091","-43","0.0","-1.8","0.8","-0.1","29","1",".200","-1.8","0.0","0.8","","","1007058"
"1971","Bill Wilson","Phillies","38","10","0","0","0","0",".000",".125",".100",".100",".100",".091","-55","0.0","-1.7","0.0","-0.2","28","1",".200","-1.7","0.0","0.0","","","1014064"
"1970","Wayne Granger","Reds","67","10","0","0","0","0",".000",".167",".100",".100",".100",".091","-48","0.0","-1.8","0.0","-0.2","26","1",".200","-1.8","0.0","0.0","","","1004945"
"1970","Art Kusnyer","White Sox","4","10","0","0","0","0",".000",".167",".100",".100",".100",".091","-58","0.0","-1.9","-0.9","-0.2","24","1",".200","-1.9","-1.0","0.1","","","1007220"
"1984","Billy Beane","Mets","5","10","0","0","0","0",".000",".125",".100",".100",".100",".091","-53","-0.4","-2.1","-2.1","-0.4","22","1",".200","-1.7","-2.0","-0.1","-0.06","-0.09","1000714"
"1984","Scott Garrelts","Giants","21","10","0","0","0","0",".000",".143",".100",".100",".100",".091","-52","0.0","-1.7","0.9","-0.1","22","1",".200","-1.7","0.0","0.9","-0.12","-0.17","1004546"
"1984","George Riley","Giants","5","11","0","1","0","0",".000",".200",".100",".100",".100",".091","-52","0.0","-1.9","1.0","-0.1","27","1",".200","-1.9","0.0","1.0","-0.14","-0.18","1010966"
"1968","Bill Harrelson","Angels","10","10","0","0","0","0",".000",".500",".100",".100",".100",".091","-43","0.0","-1.4","0.7","-0.1","22","1",".200","-1.4","0.0","0.7","","","1005386"
"1968","Minnie Rojas","Angels","38","10","0","0","0","0",".000",".333",".100",".100",".100",".091","-43","0.0","-1.4","0.7","-0.1","34","1",".200","-1.4","0.0","0.7","","","1011154"
"1979","Brian Asselstine","Braves","8","11","0","1","0","0",".000",".125",".100",".182",".100",".091","-66","0.0","-2.1","0.0","-0.2","25","1",".282","-2.2","0.0","0.0","0.07","-0.23","1000343"
"1979","Kevin Saucier","Phillies","29","10","0","0","0","0",".000",".333",".100",".100",".100",".091","-61","0.0","-1.9","0.9","-0.1","22","1",".200","-1.9","0.0","0.9","-0.12","-0.17","1011457"
"1969","Ray Washburn","Cardinals","28","39","0","0","0","0",".000",".250",".081",".105",".081",".091","-51","0.0","-6.7","3.0","-0.3","31","3",".186","-6.8","0.0","3.0","","","1013652"
"1964","Dean Chance","Angels","46","100","0","3","0","0",".000",".194",".079",".109",".079",".091","-44","0.0","-16.8","7.9","-0.7","23","7",".187","-16.8","0.0","7.9","","","1002130"
"1983","Bill Campbell","Cubs","82","10","0","0","1","0",".000",".143",".100",".100",".100",".091","-63","0.0","-1.9","0.9","-0.1","34","1",".200","-1.9","0.0","0.9","-0.20","-0.20","1001874"
"1983","Fritzie Connally","Cubs","8","10","0","0","0","0",".000",".200",".100",".100",".100",".091","-63","0.0","-1.9","0.0","-0.2","25","1",".200","-1.9","0.0","0.0","-0.09","-0.12","1002512"
"1983","Wil Culmer","Indians","7","20","0","0","1","0",".000",".125",".105",".100",".105",".091","-55","-0.4","-4.1","-1.4","-0.5","25","2",".205","-3.7","-1.0","-0.4","-0.44","-0.51","1002866"
"1983","Ron Darling","Mets","5","11","0","0","0","0",".000",".143",".100",".100",".100",".091","-55","0.0","-2.0","1.0","-0.1","22","1",".200","-2.0","0.0","1.0","-0.06","-0.18","1002989"
"1962","Jim Snyder","Twins","12","10","0","1","1","0",".000",".100",".100",".100",".100",".091","-55","-0.4","-2.3","0.1","-0.2","29","1",".200","-1.9","0.0","0.1","","","1012251"
"1960","Dick Drott","Cubs","23","10","0","0","0","0",".000",".250",".100",".100",".100",".091","-56","0.0","-1.8","0.7","-0.1","23","1",".200","-1.8","0.0","0.7","","","1003511"
"1960","Art Mahaffey","Phillies","14","35","0","1","1","0",".000",".136",".100",".100",".100",".091","-54","0.0","-6.4","2.5","-0.3","22","3",".200","-6.4","0.0","2.5","","","1007979"
"1982","Kelly Paris","Cardinals","12","30","0","1","1","0",".000",".130",".103",".100",".103",".091","-58","0.0","-5.3","0.2","-0.4","24","3",".203","-5.3","0.0","0.2","-0.53","-0.67","1009994"
"1982","Bombo Rivera","Royals","5","10","0","1","0","0",".000",".125",".100",".100",".100",".091","-54","0.0","-1.8","-0.1","-0.2","29","1",".200","-1.8","0.0","-0.1","-0.26","-0.29","1011000"
"1982","Ron Tingley","Padres","8","21","0","0","0","0",".000",".154",".100",".100",".100",".091","-53","0.0","-3.6","-1.6","-0.5","23","2",".200","-3.6","-2.0","0.4","-0.39","-0.43","1013074"
"1961","Barney Schultz","Cubs","41","12","0","0","0","0",".000",".200",".100",".100",".100",".090","-57","0.0","-2.4","0.9","-0.1","34","1",".200","-2.4","0.0","0.9","","","1011625"
"1967","Kevin Collins","Mets","4","10","0","1","0","1",".000",".143",".100",".100",".100",".090","-45","0.2","-1.4","1.0","0.0","20","1",".200","-1.6","1.0","0.0","","","1002457"
"1967","Cal Koonce","- - -","47","21","0","1","0","0",".000",".154",".100",".100",".100",".090","-42","0.0","-3.3","1.5","-0.1","26","2",".200","-3.3","0.0","1.5","","","1007101"
"1967","Ron Perranoski","Dodgers","70","10","0","0","1","0",".000",".333",".100",".100",".100",".090","-38","0.0","-1.5","0.7","-0.1","31","1",".200","-1.5","0.0","0.7","","","1010201"
"1967","Johnny Podres","Tigers","21","20","0","1","0","0",".000",".125",".100",".100",".100",".090","-50","0.0","-3.1","1.4","-0.1","34","2",".200","-3.2","0.0","1.4","","","1010406"
"1967","Phil Regan","Dodgers","55","10","0","0","0","0",".000",".125",".100",".100",".100",".090","-38","0.0","-1.5","0.7","-0.1","30","1",".200","-1.5","0.0","0.7","","","1010785"
"1967","Jim Bouton","Yankees","17","9","0","0","0","0",".000",".000",".000",".125",".000",".090","-45","0.0","-1.4","0.7","-0.1","28","0",".125","-1.4","0.0","0.7","","","1001241"
"1957","Clem Labine","Dodgers","58","20","0","0","1","0",".000",".222",".100",".100",".100",".090","-58","0.0","-3.8","1.4","-0.2","30","2",".200","-3.8","0.0","1.4","","","1007230"
"1957","Taylor Phillips","Braves","27","20","0","0","1","0",".000",".250",".100",".100",".100",".090","-47","0.0","-3.6","1.4","-0.2","24","2",".200","-3.6","0.0","1.4","","","1010298"
"1979","Dock Ellis","- - -","20","29","0","2","1","0",".000",".100",".074",".107",".074",".090","-55","0.0","-5.3","2.6","-0.2","34","2",".181","-5.3","0.0","2.6","-0.56","-0.68","1003747"
"1966","Sandy Alomar","Braves","31","45","0","4","2","0",".023",".118",".091",".111",".114",".090","-48","0.0","-7.8","0.4","-0.7","22","4",".225","-7.8","0.0","0.4","","","1000176"
"1969","Chris Krug","Padres","8","19","0","0","0","0",".000",".091",".059",".111",".059",".090","-48","0.0","-3.2","-0.7","-0.3","29","1",".170","-3.2","-1.0","0.3","","","1007178"
"1979","Terry Humphrey","Angels","9","19","0","2","0","0",".000",".067",".059",".111",".059",".090","-54","0.0","-3.6","0.4","-0.3","29","1",".170","-3.6","0.0","0.4","-0.27","-0.36","1006188"
"1977","Leon Roberts","Astros","19","28","0","1","2","0",".000",".105",".074",".107",".074",".090","-50","0.0","-5.1","-1.3","-0.6","26","2",".181","-5.1","-1.0","-0.3","-0.96","-1.02","1011040"
"1965","Pete Mikkelsen","Yankees","41","11","0","0","0","0",".000",".250",".100",".100",".100",".090","-47","0.0","-1.8","0.9","-0.1","25","1",".200","-1.8","0.0","0.9","","","1008852"
"1965","Phil Niekro","Braves","42","10","0","0","0","0",".000",".143",".100",".100",".100",".090","-47","0.0","-1.7","0.8","-0.1","26","1",".200","-1.7","0.0","0.8","","","1009583"
"1960","Jim Owens","Phillies","31","49","0","0","1","0",".000",".111",".068",".109",".068",".090","-55","0.0","-8.9","3.5","-0.4","26","3",".177","-8.9","0.0","3.5","","","1009923"
"1971","Steve Stone","Giants","24","42","0","1","2","0",".000",".000",".000",".128",".000",".090","-53","0.0","-7.1","2.9","-0.3","23","0",".128","-7.1","0.0","2.9","","","1012573"
"1962","George Brunet","Colt .45's","17","19","0","2","0","0",".000",".125",".059",".111",".059",".090","-49","0.0","-3.5","1.5","-0.1","27","1",".170","-3.5","0.0","1.5","","","1001590"
