"Season","Name","Team","G","PA","HR","RBI","SB","AVG","OBP","SLG","wOBA","wRC+","BsR","WAR","Age","H","HR","BB","IBB","HBP","SF","SH","OPS","Bat","Fld","-WPA","+WPA","Clutch","AB","playerid"
"1975","Chris Chambliss","Yankees","150","603","9","72","0",".304",".336",".434",".344","115","-0.3","3.0","26","171","9","29","9","1","6","4",".770","10.2","8.0","-11.12","11.00","-0.90","562","1002119"
"1969","Joe Morgan","Astros","147","657","15","43","49",".236",".365",".372",".344","116","4.8","3.5","25","126","15","110","1","1","4","7",".737","12.2","-10.0","","","","535","1009179"
"1960","Elmer Valo","- - -","84","92","0","16","0",".261",".413",".304",".344","106","0.0","0.2","39","18","0","19","0","1","3","0",".717","0.7","-1.0","","","","69","1013335"
"1977","Rusty Staub","Tigers","158","695","22","101","1",".278",".336",".448",".343","109","0.3","1.4","33","173","22","59","4","1","10","2",".784","7.2","","-12.44","13.60","0.51","623","1012440"
"1976","Mike Ivie","Padres","140","446","7","70","6",".291",".345",".415",".343","119","-1.1","2.0","23","118","7","30","8","5","4","2",".759","9.2","2.0","-8.14","9.37","0.13","405","1006284"
"1976","Willie Horton","Tigers","114","456","14","56","0",".262",".342",".409",".343","114","-0.1","1.0","33","105","14","49","7","2","4","0",".751","6.8","","-8.12","8.82","-0.07","401","1006038"
"1959","Jerry Lynch","Redlegs","117","415","17","58","2",".269",".320",".462",".343","103","0.5","1.2","28","102","17","29","1","1","3","3",".782","1.6","-1.0","","","","379","1007865"
"1974","Dwight Evans","Red Sox","133","514","10","70","4",".281",".335",".421",".343","110","-0.6","3.9","22","130","10","38","2","2","5","6",".756","5.7","23.0","-8.88","11.44","0.91","463","1003865"
"1983","Greg Gross","Phillies","136","284","0","29","3",".302",".385",".376",".343","113","-1.4","0.5","30","74","0","34","4","1","3","1",".761","4.4","-6.0","-4.64","5.81","0.47","245","1005086"
"1985","Ruppert Jones","Angels","125","456","21","67","7",".231",".328",".447",".343","113","-0.3","2.3","30","90","21","57","2","0","2","8",".775","7.1","8.0","-8.21","8.29","-0.76","389","1006588"
"1972","Rich Hinton","- - -","12","5","0","0","0",".200",".200",".600",".343","137","0.0","0.1","25","1","0","0","0","0","0","0",".800","0.1","0.0","","","","5","1005854"
"1965","Jim King","Senators","120","309","14","49","1",".213",".337",".430",".343","119","0.2","0.7","32","55","14","44","2","5","2","0",".767","6.6","-6.0","","","","258","1006932"
"1984","Lou Whitaker","Tigers","143","629","13","56","6",".289",".357",".407",".343","114","-0.8","3.8","27","161","13","62","5","0","5","4",".764","10.5","2.0","-9.24","11.71","1.37","558","1013846"
"1980","Ron Pruitt","- - -","56","121","2","15","0",".302",".370",".387",".343","111","0.0","0.1","28","32","2","12","1","0","1","2",".757","1.5","-3.0","-2.35","2.46","0.12","106","1010554"
"1977","Cecil Cooper","Brewers","160","679","20","78","13",".300",".326",".463",".343","111","-0.2","2.5","27","193","20","28","4","0","7","1",".789","9.2","3.0","-12.64","13.13","-0.30","643","1002592"
"1985","Mark Salas","Twins","120","382","9","41","0",".300",".332",".458",".343","108","-0.5","2.3","24","108","9","18","5","1","3","0",".791","3.8","1.0","-6.92","7.87","0.90","360","1011376"
"1958","Gus Triandos","Orioles","137","544","30","79","1",".245",".327",".456",".343","117","0.5","3.5","27","116","30","60","4","1","7","2",".782","10.9","-3.0","","","","474","1013182"
"1977","Bill Madlock","Giants","140","585","12","46","13",".302",".360",".426",".343","110","-1.0","1.2","26","161","12","43","14","6","2","1",".785","7.1","-17.0","-10.30","11.31","0.60","533","1007957"
"1970","Manny Sanguillen","Pirates","128","510","7","61","2",".325",".344",".444",".343","107","-0.6","3.8","26","158","7","17","9","0","6","1",".788","4.7","8.0","","","","486","1011434"
"1986","Doug DeCinces","Angels","140","572","26","96","2",".256",".325",".459",".343","112","-0.4","2.7","35","131","26","52","4","2","4","2",".784","8.1","-1.0","-10.67","11.89","-0.26","512","1003123"
"1986","Pete Incaviglia","Rangers","153","606","30","88","3",".250",".320",".463",".343","108","-0.2","0.6","22","135","30","55","2","4","7","0",".783","6.1","-12.0","-11.10","11.39","-0.20","540","1006257"
"1965","Jim Gentile","- - -","119","397","17","53","0",".243",".337",".443",".343","119","0.0","1.1","31","84","17","43","8","6","1","2",".780","8.7","-6.0","","","","345","1004612"
"1974","Eric Soderholm","Twins","141","526","10","51","7",".276",".349",".392",".343","114","0.4","3.1","25","128","10","48","1","5","2","5",".741","7.8","1.0","-9.64","8.46","-1.67","464","1012260"
"1962","Jackie Brandt","Orioles","143","570","19","75","9",".255",".330",".446",".343","110","0.6","2.3","28","129","19","55","2","4","5","1",".776","7.4","-1.0","","","","505","1001349"
"1984","Dave Bergman","Tigers","120","316","7","44","3",".273",".351",".417",".343","114","-1.0","2.0","31","74","7","33","2","3","6","3",".768","5.2","10.0","-4.57","6.09","1.28","271","1000879"
"1978","Jose Morales","Twins","101","273","2","38","0",".314",".363",".401",".343","112","-0.3","0.3","33","76","2","20","3","1","4","6",".764","3.6","-1.0","-5.55","5.09","-1.01","242","1009139"
"1981","Bob Porter","Braves","17","16","0","4","0",".286",".375",".357",".343","111","0.0","0.1","21","4","0","2","0","0","0","0",".732","0.2","","-0.29","0.44","0.08","14","1010446"
"1961","Lee Maye","Braves","110","417","14","41","10",".271",".337",".440",".343","110","1.7","1.7","26","101","14","36","2","3","3","2",".777","5.4","1.0","","","","373","1008294"
"1961","Andre Rodgers","Cubs","73","243","6","23","1",".266",".343",".430",".343","104","-0.1","0.5","26","57","6","25","1","1","2","1",".773","1.1","-3.0","","","","214","1011095"
"1981","Tony Bernazard","White Sox","106","450","6","34","4",".276",".367",".380",".343","118","-0.7","3.3","24","106","6","54","6","2","1","9",".748","8.9","6.0","-7.12","7.73","0.51","384","1000889"
"1966","Jim Northrup","Tigers","123","461","16","58","4",".265",".322",".465",".343","122","-1.6","2.8","26","111","16","33","4","4","3","2",".788","11.4","10.0","","","","419","1009641"
"1983","Terry Puhl","Astros","137","512","8","44","24",".292",".343",".428",".343","121","0.4","3.1","26","136","8","36","2","2","4","5",".771","12.1","6.0","-7.86","9.51","0.40","465","1010562"
"1977","Garry Templeton","Cardinals","153","644","8","79","28",".322",".336",".449",".343","108","-3.7","2.9","21","200","8","15","3","1","5","2",".786","6.3","-4.0","-10.70","12.70","0.58","621","1012909"
"1984","Terry Pendleton","Cardinals","67","283","1","33","20",".324",".357",".420",".343","118","2.0","2.0","23","85","1","16","3","0","5","0",".777","5.6","2.0","-5.05","5.91","0.20","262","1010157"
"1972","Carl Yastrzemski","Red Sox","125","535","12","68","5",".264",".357",".391",".343","119","-0.3","2.4","32","120","12","67","3","4","9","0",".748","10.4","3.0","","","","455","1014326"
"1981","Terry Crowley","Orioles","68","166","4","25","0",".246",".376",".381",".343","120","0.0","0.4","34","33","4","29","5","0","2","1",".756","3.5","0.0","-2.72","4.23","0.90","134","1002829"
"1972","Hal McRae","Reds","61","105","5","26","0",".278",".295",".474",".343","118","0.0","0.4","26","27","5","2","0","2","4","0",".769","2.1","-2.0","","","","97","1008687"
"1974","Al Hrabosky","Cardinals","66","14","0","2","0",".308",".308",".462",".343","110","0.0","0.2","24","4","0","0","0","0","0","1",".769","0.2","0.0","-0.22","0.14","-0.23","13","1006116"
"1977","Darrell Evans","Giants","144","539","17","72","9",".254",".351",".416",".343","110","-0.2","1.8","30","117","17","69","3","3","5","1",".768","6.4","-2.0","-9.41","12.96","1.79","461","1003864"
"1979","Willie Wilson","Royals","154","640","6","49","83",".315",".351",".420",".343","107","12.0","5.8","23","185","6","28","3","7","4","13",".771","5.5","25.0","-11.30","11.97","0.44","588","1014113"
"1984","Joe Nolan","Orioles","35","75","1","9","0",".290",".400",".387",".343","114","0.0","0.4","33","18","1","12","4","0","1","0",".787","1.2","1.0","-1.41","1.44","-0.01","62","1009617"
"1969","Cesar Tovar","Twins","158","591","11","52","45",".288",".342",".415",".343","109","4.7","4.1","28","154","11","37","3","9","3","7",".757","6.5","10.0","","","","535","1013142"
"1973","Chris Arnold","Giants","49","63","1","13","0",".296",".381",".389",".343","109","0.0","0.1","25","16","1","8","2","0","1","0",".770","0.7","-2.0","","","","54","1000318"
"1985","Lloyd Moseby","Blue Jays","152","670","18","70","37",".259",".345",".426",".343","109","1.2","3.5","25","151","18","76","4","4","5","1",".772","7.6","3.0","-11.43","12.92","0.61","584","1009238"
"1962","Jerry Lumpe","Athletics","156","700","10","83","0",".301",".341",".432",".343","102","-0.7","3.3","29","193","10","44","0","0","9","6",".774","1.8","7.0","","","","641","1007832"
"1969","Steve Whitaker","Pilots","69","130","6","13","2",".250",".323",".440",".343","111","0.4","0.3","26","29","6","12","1","1","1","0",".763","1.7","-2.0","","","","116","1013848"
"1961","Craig Anderson","Cardinals","25","9","0","0","0",".333",".333",".444",".343","99","0.0","0.1","22","3","0","0","0","0","0","0",".778","0.0","0.0","","","","9","1000221"
"1984","Bucky Dent","Royals","11","10","0","1","0",".333",".400",".333",".343","112","0.0","0.0","32","3","0","1","0","0","0","0",".733","0.1","-1.0","-0.12","0.22","0.10","9","1003212"
"1973","Ollie Brown","Brewers","97","333","7","32","4",".280",".355",".392",".343","114","0.6","0.7","29","83","7","33","1","2","1","1",".747","5.2","-1.0","","","","296","1001551"
"1963","Jerry Lynch","- - -","110","296","12","45","0",".264",".324",".454",".343","123","-0.3","0.6","32","71","12","23","2","2","2","0",".778","7.5","-10.0","","","","269","1007865"
"1964","Sam Bowens","Orioles","139","553","22","71","4",".263",".323",".453",".343","118","-0.2","2.5","25","132","22","42","1","4","4","2",".776","11.4","4.0","","","","501","1001249"
"1983","Gary Carter","Expos","145","609","17","79","1",".270",".336",".444",".343","117","-0.3","6.8","29","146","17","51","7","7","8","2",".780","11.6","27.0","-10.15","10.58","-1.50","541","1002015"
"1986","Gary Redus","Phillies","90","392","11","33","25",".247",".343",".432",".343","111","2.2","2.0","29","84","11","47","4","3","1","1",".775","5.2","3.0","-6.93","7.35","-0.91","340","1010758"
"1969","Ken Harrelson","- - -","159","672","30","92","17",".221",".336",".419",".343","108","0.2","1.4","27","125","30","99","6","2","6","0",".756","6.6","-5.0","","","","565","1005389"
"1973","Frank Tepedino","Braves","74","165","4","29","0",".304",".354",".419",".343","106","0.1","0.7","25","45","4","13","3","0","3","1",".773","1.2","3.0","","","","148","1012917"
"1973","Johnny Bench","Reds","152","651","25","104","4",".253",".345",".429",".343","115","0.7","4.9","25","141","25","83","14","0","10","1",".774","11.4","8.0","","","","557","1000826"
"1957","Ray Jablonski","Giants","107","344","9","57","0",".289",".346",".433",".343","108","-0.5","1.5","30","88","9","31","2","0","8","0",".779","3.3","1.0","","","","305","1006286"
"1961","Steve Boros","Tigers","116","485","5","62","4",".270",".382",".364",".343","102","0.2","1.5","24","107","5","68","2","8","7","6",".746","1.2","-5.0","","","","396","1001207"
"1976","Jerry Turner","Padres","105","320","5","37","12",".267",".339",".413",".343","118","0.1","1.5","22","75","5","32","3","0","3","4",".751","6.5","0.0","-5.94","7.56","0.35","281","1013228"
"1958","Yogi Berra","Yankees","122","476","22","90","3",".266",".319",".471",".343","117","0.9","3.5","33","115","22","35","5","2","6","0",".790","9.4","4.0","","","","433","1000898"
"1976","Tommy Helms","Pirates","62","102","1","13","0",".276",".350",".391",".343","113","0.0","0.2","35","24","1","10","0","1","2","2",".741","1.4","-4.0","-1.26","1.96","0.29","87","1005616"
"1966","Bob Heffner","Indians","5","2","0","0","0",".000",".500",".000",".343","123","0.0","0.0","27","0","0","1","0","0","0","0",".500","0.1","0.0","","","","1","1005578"
"1968","Dick McAuliffe","Tigers","151","658","16","56","8",".249",".344",".411",".343","127","-0.7","5.2","28","142","16","82","8","2","3","1",".755","17.2","7.0","","","","570","1008331"
"1966","Ed Charles","Athletics","118","420","9","42","12",".286",".337",".444",".343","121","0.7","3.7","33","110","9","30","2","0","1","4",".781","9.9","10.0","","","","385","1002158"
"1972","Ike Brown","Tigers","51","101","2","10","1",".250",".376",".357",".343","122","-0.5","1.0","30","21","2","17","1","0","0","0",".733","2.3","6.0","","","","84","1001521"
"1969","Denis Menke","Astros","154","657","10","90","2",".269",".369",".387",".343","116","-2.0","2.6","28","149","10","87","12","4","6","7",".756","11.8","-17.0","","","","553","1008766"
"1970","Johnny Briggs","Phillies","110","387","9","47","5",".270",".342",".434",".343","106","-0.5","1.6","26","92","9","39","5","0","3","4",".776","2.8","4.0","","","","341","1001429"
"1977","Buddy Bell","Indians","129","538","11","64","1",".292",".351",".426",".343","112","-2.6","3.4","25","140","11","45","5","1","5","8",".777","7.4","8.0","-9.55","9.95","-0.01","479","1000799"
"1970","Jack Hiatt","- - -","83","272","2","29","0",".258",".382",".357",".343","97","0.1","0.9","27","57","2","45","2","0","1","5",".739","-1.0","-4.0","","","","221","1005762"
"1958","Willie Jones","Phillies","118","456","14","60","1",".271",".351",".420",".343","104","-0.3","1.0","32","108","14","49","4","2","4","3",".771","2.5","-9.0","","","","398","1006601"
"1966","Eddie Watt","Orioles","43","49","2","2","0",".304",".319",".457",".343","124","0.0","0.7","25","14","2","1","0","0","0","2",".776","1.3","0.0","","","","46","1013684"
"1960","Jim Landis","White Sox","148","594","10","49","23",".253",".365",".389",".343","110","2.5","3.4","26","125","10","80","4","9","4","7",".753","7.0","6.0","","","","494","1007296"
"1978","Jorge Orta","White Sox","117","477","13","53","1",".274",".340",".421",".343","113","-0.5","1.2","27","115","13","42","3","4","7","4",".762","7.1","-14.0","-7.24","8.06","0.47","420","1009853"
"1974","Dave Winfield","Padres","145","544","20","75","9",".265",".318",".438",".343","116","-0.8","2.0","22","132","20","40","2","1","5","0",".756","9.6","-3.0","-10.25","12.13","0.30","498","1014127"
"1970","Don Mincher","Athletics","140","533","27","74","5",".246",".327",".460",".343","115","-0.4","2.2","32","114","27","56","11","3","7","4",".787","9.3","4.0","","","","463","1008973"
"1980","John Castino","Twins","150","599","13","64","7",".302",".336",".430",".343","107","-0.7","3.8","25","165","13","29","1","0","3","21",".766","4.7","11.0","-10.34","9.87","-1.50","546","1002062"
"1962","Russ Snyder","Orioles","139","443","9","40","7",".305",".335",".435",".343","110","-0.2","1.6","28","127","9","17","0","2","1","7",".770","5.5","1.0","","","","416","1012256"
"1984","Dave Valle","Mariners","13","28","1","4","0",".296",".321",".444",".342","110","0.0","0.2","23","8","1","1","0","0","0","0",".766","0.3","0.0","-0.54","0.20","-0.30","27","1013333"
"1980","Claudell Washington","- - -","111","403","11","54","21",".278",".326",".452",".342","115","1.4","0.6","25","104","11","25","5","2","1","1",".778","6.9","-12.0","-8.09","8.01","-0.76","374","1013654"
"1969","Bob Stinson","Dodgers","4","9","0","2","0",".375",".375",".375",".342","119","-0.4","0.0","23","3","0","0","0","0","0","1",".750","0.2","0.0","","","","8","1012544"
"1976","Mike Tyson","Cardinals","76","264","3","28","3",".286",".326",".445",".342","112","0.2","2.2","26","70","3","16","5","0","3","0",".771","3.6","7.0","-4.62","4.29","-1.05","245","1013258"
"1974","Jerry Morales","Cubs","151","590","15","82","2",".273",".330",".423",".342","104","-4.1","-0.9","25","146","15","46","3","2","5","3",".754","2.7","-22.0","-12.20","12.37","-0.31","534","1009138"
"1978","Mike Hargrove","Rangers","146","616","7","40","2",".251",".388",".346",".342","113","-1.4","1.9","28","124","7","107","8","7","6","2",".734","9.3","-2.0","-9.79","10.79","-0.30","494","1005361"
"1964","Vern Law","Pirates","36","70","1","3","0",".311",".354",".410",".342","119","0.0","1.0","34","19","1","3","0","1","0","5",".764","1.5","0.0","","","","61","1007410"
"1957","George Kell","Orioles","99","345","9","44","2",".297",".352",".413",".342","116","0.7","1.9","34","92","9","25","2","2","1","7",".765","6.7","0.0","","","","310","1006783"
"1960","George Altman","Cubs","119","372","13","51","4",".266",".330",".455",".342","109","-0.3","1.3","27","89","13","32","6","1","3","2",".785","4.0","0.0","","","","334","1000189"
"1969","Ed Stroud","Senators","123","240","4","29","12",".252",".353",".393",".342","114","1.7","1.7","29","52","4","30","1","2","0","2",".746","3.9","6.0","","","","206","1012631"
